alpha,beta,h,c,total,intervals,travel_time,cost_PPO_EnvImpr2V2_c49ab_500K,observed_n_PPO_EnvImpr2V2_c49ab_500K,cost_PTO_Var_n,observed_n_PTO_Var_n,cost_PTO_Fix_n_3,cost_PTO_Fix_n_5,cost_Oracle_Var_n,observed_n_Oracle_Var_n,cost_Oracle_Fix_n_3,cost_Oracle_Fix_n_5
4.600000000000001,1.5000000000000004,0.5,25,22,"[12.36002021  3.81039358  8.17341325  7.56639328  8.52553417 12.56028821
 12.18167352  2.40693833  5.44570505  3.8051914   3.32266146  7.36547939
  6.78492943  6.15062231  7.31615794 13.62506714  6.31565457  4.41684416
  3.91243642  5.70864764 14.10463598  9.96917716]",105.55407829629945,25.0,8.0,25.0,8.0,1.4621467851836627,1.005633301673896,12.325250308826625,4.0,12.715888870183662,9.919015908524173
4.200000000000001,1.4000000000000004,0.5,25,20,"[ 7.0772053   4.54103297  3.99208491  4.50774148  6.47683764  3.43597378
  4.77950689 10.32203323  7.8876857  10.33205757  6.11090021  2.47355128
  4.16098698  2.96325085  8.94438942  8.54887078 13.33515524  6.57683018
  1.54349031  4.27625374]",78.5087585337462,13.524473159649112,3.0,13.524473159649112,3.0,13.524473159649112,8.591088816688647,11.036736820080016,4.0,10.43813011964911,8.591088816688647
3.1,1.5000000000000004,0.5,25,26,"[ 5.81477401  4.27740413  4.09528383  3.09950606  0.63384023  3.61456393
  7.02209481  9.80522267  4.27092188  8.76664626  7.30538931  4.18631523
  1.43469131  3.47401622  1.94258102  4.0019056   4.18677593  2.72141677
  2.54146336  2.99349613  5.60736557 10.72416633  7.15346996  1.45491125
  0.88565773  3.20386094]",83.3311948303183,6.982868689363428,5.0,6.982868689363428,5.0,25.0,6.982868689363428,5.0438271854163546,4.0,4.3270970137910325,6.982868689363428
4.300000000000001,1.8000000000000007,0.5,25,20,"[ 4.14173287  2.74690948  5.78238324  7.00182491  9.87102271  9.2338777
  5.89182886  8.82252131 11.38057654  7.56923316 15.34904506  2.13014729
 11.83669081  8.08884264  5.2471383   9.91058134  9.74995763 11.90413647
  2.71862572 12.8442679 ]",105.10282685974357,22.22374575234233,3.0,22.22374575234233,3.0,22.22374575234233,13.787321940614774,17.07104417204222,4.0,16.749682067214124,13.787321940614774
4.100000000000001,1.5000000000000004,0.5,25,17,"[ 9.75172963  8.30557851  7.78344347 12.96256552  7.26232793  4.28745089
  9.04087208  4.99308132  2.46850207  4.79240751  2.86177748  7.97710588
  2.91065631  5.27318407  4.36147435  6.15366162  6.39504341]",58.55290725397737,25.0,8.0,25.0,8.0,25.0,25.0,1.283479663217335,4.0,4.803011381833294,0.6006907375273585
3.5000000000000004,1.7000000000000006,0.5,25,24,"[ 4.54648541  8.27086277  2.73469546  8.99043037  5.01234088  7.98128256
 11.16387813  7.8074446   5.10975483  2.94639472  4.00898556  7.92711097
  2.69384694  3.15402207  4.42963308  1.36415644 10.3447189   5.3071791
  7.63928183  5.41569918  3.54355236 11.7391483   5.00650614  3.97122804]",103.3922438346217,11.082175579573445,3.0,11.082175579573445,3.0,11.082175579573445,4.080789954465558,7.95199094188429,3.0,7.95199094188429,4.080789954465558
3.900000000000001,1.7000000000000006,0.5,25,26,"[ 6.06086016  4.57397696  9.2363224  17.59819259  7.05114279  5.12000782
  3.63081718  3.33329016  8.62027855  4.15223258 13.8308859   8.43439647
  2.82462681  8.06810292  8.93627385 14.66590439  8.16998706  9.9450775
 11.10186317  3.66479618  5.12215698 10.12896669  9.08200132 18.79071939
  4.27799069  9.27222621]",146.7163166796289,24.552810257084715,3.0,24.552810257084715,3.0,24.552810257084715,25.0,24.552810257084715,3.0,24.552810257084715,12.228142566599743
3.3000000000000003,1.2000000000000002,0.5,25,21,"[3.38400533 6.51957567 1.35025383 1.10846734 5.83271377 5.78224897
 3.90965676 4.13236208 4.71524664 3.94374479 1.26361369 7.47962797
 4.84835041 3.42326915 2.26738155 1.56898161 3.75411363 2.27998533
 3.73277475 3.16974514 5.85232964]",60.61574683371823,4.224433192914354,3.0,4.224433192914354,3.0,4.224433192914354,0.7538426397528042,4.224433192914354,3.0,4.224433192914354,0.7538426397528042
3.900000000000001,1.9000000000000008,0.5,25,11,"[ 3.39631564 11.56189446  2.55200297 18.05925991  6.07285869  7.34823454
 10.84443398  4.81949252  3.67570767  5.97746866  9.56249496]",49.73164730498106,8.314151812254003,3.0,8.314151812254003,3.0,8.314151812254003,25.0,8.314151812254003,3.0,8.314151812254003,25.0
4.800000000000002,1.1,0.5,25,14,"[4.52342081 4.69468392 3.24466063 8.52176473 7.87816544 3.35672291
 6.64187665 7.78920871 4.56345878 5.49214372 3.46240725 2.30995063
 7.66384304 5.87780153]",50.95282977019806,6.302256809473764,3.0,6.302256809473764,3.0,6.302256809473764,25.0,6.302256809473764,3.0,6.302256809473764,25.0
3.3000000000000003,1.5000000000000004,0.5,25,16,"[ 3.97595958  2.44100354  5.58234676  0.89866315  1.57696808  5.29114501
  5.87830963 12.67218998  7.14425004  8.42609859  3.98315114  2.06225988
  4.90225452  1.56904321  4.06796459  3.43386105]",47.11454491665707,6.9464754055263,4.0,7.3958069796830905,3.0,7.3958069796830905,6.157991366876033,5.295752078011624,3.0,5.295752078011624,6.157991366876033
