alpha,beta,h,c,total,intervals,travel_time,cost_PPO_EnvImpr2V2_c49ab_500K,observed_n_PPO_EnvImpr2V2_c49ab_500K,cost_PTO_Var_n,observed_n_PTO_Var_n,cost_PTO_Fix_n_3,cost_PTO_Fix_n_5,cost_Oracle_Var_n,observed_n_Oracle_Var_n,cost_Oracle_Fix_n_3,cost_Oracle_Fix_n_5
2.100000000000001,1.3000000000000003,0.5,25,20,"[1.97381511 1.51530632 1.89961802 1.4831926  1.34102372 3.63596271
 3.10831176 1.00515865 3.90758582 0.46785729 1.49027209 3.61494332
 3.74395275 1.27164326 0.90644321 2.56121061 1.16824594 3.19844988
 2.95364456 3.03715323]",27.511099352140413,4.950379727651647,4.0,4.950379727651647,4.0,4.179430603088825,4.2798678679093065,2.446334754391202,6.0,1.9239583432669818,3.0211314689795152
2.8000000000000016,1.4000000000000004,0.5,25,26,"[5.3990056  2.99636496 2.54102521 4.44790784 1.68636953 5.59387192
 2.41740628 3.82125016 9.32114798 2.02651869 3.23917129 5.49140957
 4.98290161 1.59546388 0.91817151 5.3619258  2.33990777 2.14577358
 2.16246324 2.01607225 1.48611515 2.23914968 1.3788614  3.09780904
 1.84178916 1.63378889]",59.834865203487766,1.6157519459295884,5.0,1.6157519459295884,5.0,25.0,1.6157519459295884,25.0,7.0,25.0,25.0
2.100000000000001,1.3000000000000003,0.5,25,12,"[3.90251126 1.76291379 7.41348475 5.78750902 2.58765288 1.65817355
 2.60232099 0.35874731 0.81201308 1.26268313 2.48781129 0.98438741]",15.250690719748164,25.0,6.0,25.0,6.0,25.0,25.0,1.5519728502474202,3.0,1.5519728502474202,25.0
2.4000000000000012,1.1,0.5,25,29,"[2.44709788 3.03296471 1.54186023 5.63994853 2.06223498 4.48585825
 1.62081318 4.29869413 8.10721123 2.96743977 1.67604206 0.81125739
 2.82723804 3.28850421 1.66983296 0.56929385 5.30739655 0.80980089
 2.88664935 3.80932002 1.86014868 2.42618244 2.02277553 1.70641654
 3.94341407 2.23808356 1.89756995 2.37039372 2.97172365]",52.720689524460596,25.0,11.0,2.485471266064124,7.0,9.816483054605538,2.9423634592872503,6.925685257056948,5.0,8.86777521460554,6.925685257056948
2.6000000000000014,1.7000000000000006,0.5,25,20,"[ 4.54946303  4.56681075  4.3282537   6.99685573  1.50075291  3.16153365
  2.82617387  1.33479264  2.38137547  2.11197798  5.60034199  3.68136571
 13.04905732  3.65550138  4.2131791   4.75958423  1.5201104   3.13006945
 10.18407751 16.16522834]",69.80469634984941,3.9848363488439134,5.0,2.423644178200007,4.0,5.043161001041284,3.9848363488439134,8.2336406667118,3.0,8.2336406667118,3.9848363488439134
1.8000000000000007,1.6000000000000005,0.5,25,18,"[0.67543265 1.3680897  0.92456759 0.65204664 7.48700369 3.07222761
 3.13910946 0.33110396 1.62073172 1.86514921 0.27805864 3.157671
 1.85924959 3.47504919 3.6971228  2.82353796 1.69948786 1.81459514]",30.580644969969523,3.195749746002001,3.0,3.195749746002001,3.0,3.195749746002001,25.0,2.8311423159867637,3.0,2.8311423159867637,25.0
2.8000000000000016,1.6000000000000005,0.5,25,18,"[9.87779785 9.43718032 5.78153703 6.04018473 2.23200055 3.86403309
 4.35252188 4.05246783 1.33957759 2.89845103 3.56337317 4.06791238
 5.63554849 2.73447366 2.61472377 1.38708443 5.25311734 3.61646604]",40.57671343990126,25.0,9.0,25.0,9.0,25.0,25.0,0.21130392437027012,6.0,25.0,0.04168208110139915
1.2000000000000002,1.1,0.5,25,28,"[4.95309233e-01 1.08042877e+00 1.31765969e+00 8.25543491e-01
 1.23855742e+00 9.03990549e-02 1.36698299e+00 2.95548993e-01
 9.40082040e-01 2.95525225e-01 9.71160971e-01 2.32162869e-01
 1.85912878e+00 2.22014099e-01 3.82606148e+00 3.23425666e-01
 8.94532954e-01 2.31476929e+00 9.66315178e-01 3.58297216e+00
 5.11110248e-01 4.20149842e-01 2.66864809e+00 8.18624277e-04
 1.73146930e+00 8.48324107e-01 2.78761568e+00 4.21525141e-01]",22.56952491247109,3.5326593896560095,3.0,3.5326593896560095,3.0,3.5326593896560095,2.500608933655201,3.119887644152122,4.0,3.1118525708915534,2.500608933655201
1.2000000000000002,1.2000000000000002,0.5,25,15,"[0.16886576 1.51413032 4.1125332  1.54191768 0.34436834 1.78351116
 1.33958209 0.96391094 1.3601709  1.34229352 0.83072333 4.55054153
 0.73703039 3.77915121 0.51951765]",16.87907014927548,1.1068242990142299,3.0,1.1068242990142299,3.0,1.1068242990142299,0.16368128841234686,1.1068242990142299,3.0,1.1068242990142299,0.16368128841234686
2.200000000000001,1.4000000000000004,0.5,25,12,"[1.61140948 1.99041055 4.52847906 2.25345313 0.23666974 2.05644616
 1.8304258  1.82961591 4.76387098 1.26311935 0.99883535 0.98428006]",12.070133779457155,25.0,4.0,0.8282299154180883,5.0,25.0,0.8282299154180883,0.543263530146664,5.0,25.0,0.543263530146664
1.5000000000000004,1.4000000000000004,0.5,25,28,"[3.74470406 2.11308595 0.56354043 2.22805029 1.87675473 0.2878427
 4.47402088 2.86050152 2.87388886 2.08988307 0.38330424 1.76362452
 0.85522599 0.18494107 1.386054   8.1024737  5.38376977 1.74720341
 1.70743356 0.52549253 2.27135917 0.40985651 0.47883477 1.6565647
 1.76682376 0.57384841 0.49378322 5.73381291]",37.124779929446255,4.339908427999259,5.0,5.298960320566419,6.0,4.8361221375459955,4.339908427999259,5.708638433622358,4.0,5.844303257545995,5.442881668276129
2.300000000000001,1.1,0.5,25,21,"[1.45746802 1.27086894 2.16416778 1.10774585 0.96180086 1.12039734
 1.53636823 2.17672883 1.52854505 1.08092113 3.18445786 0.45339591
 3.28751109 0.82355245 5.67136068 0.4761592  0.06355736 1.20704954
 3.43074795 0.10919766 4.78373457]",24.31774195698781,3.788871880561441,4.0,3.5753879499670482,3.0,3.5753879499670482,3.3079714488525322,1.3432302058969192,7.0,25.0,0.3702843523464381
1.7000000000000006,1.7000000000000006,0.5,25,22,"[1.12411078 3.89991824 0.64753786 1.01671815 0.59157292 7.0247814
 1.8323735  3.78982277 4.87969696 0.72872437 8.33775246 1.40674631
 0.50311989 0.69834656 5.40102142 1.69658356 2.5454228  3.03235233
 2.28860411 4.69097032 5.57094812 0.08170438]",39.71944194125513,8.198910189629,3.0,8.198910189629,3.0,8.198910189629,7.39476465859115,7.6905511170542695,4.0,7.091674355256565,7.39476465859115
1.3000000000000003,1.1,0.5,25,16,"[0.21059941 2.79851813 2.22305054 1.39000641 1.98159872 0.28118511
 2.34014418 1.76274162 1.27125896 2.12056558 0.19888089 4.52554283
 2.55518249 0.84210008 2.24636815 3.74067685]",21.327666177406755,1.964292837799805,3.0,1.964292837799805,3.0,1.964292837799805,0.2784902731804344,1.964292837799805,3.0,1.964292837799805,0.2784902731804344
2.4000000000000012,1.7000000000000006,0.5,25,23,"[ 3.85456095  4.02403117 10.42654864  4.85451089  7.13377063  4.19477147
  2.06765804  1.9370455   0.62217411  1.26539785  6.78550213  3.80767997
  1.85167628  4.60810415 11.44277298  1.4392457  10.79599313  6.48855803
  7.66392056  4.33248852  6.84792697  7.06917737  3.67621753]",85.96705251317489,25.0,6.0,25.0,6.0,25.0,25.0,6.458769659349116,3.0,6.458769659349116,0.4646288966628802
1.2000000000000002,1.8000000000000007,0.5,25,24,"[1.83650486 0.90172449 2.36525364 5.07153878 1.35787728 0.64457589
 0.71612225 3.75043931 0.96983407 0.288873   0.80727608 0.55913674
 1.83077526 2.56327926 2.61061666 2.08311099 1.01638066 3.38026128
 0.80049962 0.3745188  4.33700131 2.2903414  3.33639267 2.09961828]",35.555565376270174,2.6664521191830346,3.0,2.6664521191830346,3.0,2.6664521191830346,25.0,2.6664521191830346,3.0,2.6664521191830346,25.0
2.000000000000001,1.5000000000000004,0.5,25,24,"[4.67992451 1.18673605 1.3484062  2.30366371 7.45072292 2.93320342
 1.22576328 4.04200548 3.84428842 5.44452697 7.53845266 2.71344172
 1.10490872 4.65154544 2.34936402 1.1356973  1.03309947 3.18505508
 2.13907881 4.90019433 3.17106099 2.17344341 2.59794039 0.55797369]",55.22366156494546,5.635884320549739,3.0,5.635884320549739,3.0,5.635884320549739,0.7586910084438614,5.635884320549739,3.0,5.635884320549739,0.7586910084438614
1.8000000000000007,1.1,0.5,25,14,"[0.45575438 1.85697314 0.18764589 1.29751651 0.36569796 1.3938935
 6.91286802 1.45447743 2.21526287 1.9492207  0.10985177 0.57998004
 2.67765898 1.87299174]",17.397710221687333,1.7158546548810332,3.0,1.7158546548810332,3.0,1.7158546548810332,0.8842474165800258,1.7158546548810332,3.0,1.7158546548810332,0.8842474165800258
2.7000000000000015,1.4000000000000004,0.5,25,19,"[2.59673194 6.7321024  2.76786495 3.89350162 1.56400086 3.76448382
 2.07909317 4.4067049  4.52127411 2.03450099 2.74969884 6.76483834
 4.39642671 4.92118761 2.56250708 3.38085047 0.7628492  2.44672692
 2.77211929]",37.98668987402289,4.142931185180085,5.0,4.142931185180085,5.0,25.0,4.142931185180085,2.9060438654752616,6.0,2.5522494683919987,3.372203505180085
1.6000000000000005,1.3000000000000003,0.5,25,14,"[4.22363345 2.94536581 0.42458106 3.47446662 1.32582548 3.06311682
 0.86772508 0.69571938 2.23026605 0.36776565 1.74619214 1.40540675
 0.57336798 6.82841554]",19.96960423331697,1.3043316297075407,3.0,1.3043316297075407,3.0,1.3043316297075407,25.0,1.3043316297075407,3.0,1.3043316297075407,25.0
1.4000000000000004,1.9000000000000008,0.5,25,22,"[ 0.38089406  4.79981471  3.97396896  2.34257288  0.88677373  0.92403062
  1.73551141  1.24612083  0.20792233  3.59378649  7.14694641  0.50245476
  3.75885071  2.14566624  4.69669669  2.37692376  2.94339096  0.8731895
  1.78744838  0.93747497  1.63151005 10.58428954]",43.90986025361607,3.205849999781389,3.0,3.205849999781389,3.0,3.205849999781389,1.5911766932030105,3.205849999781389,3.0,3.205849999781389,1.5911766932030105
1.9000000000000008,1.8000000000000007,0.5,25,18,"[6.16468221 2.68059663 1.08001379 6.16972396 6.60253783 3.3755103
 2.21353245 4.56167082 9.0497876  5.27161223 2.2378496  2.08507901
 2.24321558 3.20033936 5.41427012 9.56053417 1.21437508 6.35846954]",58.23413612575344,5.662185767678444,3.0,5.662185767678444,3.0,5.662185767678444,25.0,5.662185767678444,3.0,5.662185767678444,25.0
1.3000000000000003,1.9000000000000008,0.5,25,17,"[1.8185663  1.73840747 0.67420626 1.32769419 0.76407336 1.31106187
 2.16509722 3.27271051 1.24496809 0.89728587 4.65042639 1.729979
 2.491429   1.78502385 3.31415944 2.68415241 3.64019468]",27.477630650062547,1.9003126110743,3.0,1.9003126110743,3.0,1.9003126110743,0.8544288366293138,1.9003126110743,3.0,1.9003126110743,0.8544288366293138
2.200000000000001,1.6000000000000005,0.5,25,15,"[0.13850589 2.60057234 2.73276343 2.79750349 1.27859773 2.47326921
 1.8370039  2.63052065 2.78320634 7.72789282 2.08068399 2.38625266
 5.62912653 2.22560328 1.32124821]",30.17511396586875,2.4978974261649434,3.0,2.4978974261649434,3.0,2.4978974261649434,0.459846813792538,2.3699830540993183,3.0,2.3699830540993183,0.459846813792538
2.6000000000000014,1.9000000000000008,0.5,25,29,"[ 5.07595739  3.77447703 12.689174    3.31168948  5.85949766  6.21117893
  4.44508276  4.4519098   5.13109333  8.60895709  5.61695615  1.75593568
  2.00608653  6.80420813  2.60498553  2.17993507  1.68979774  1.84346317
  1.80224507  3.68548423  6.34506279  4.33127567  2.13863588  4.11842695
  6.0867326   8.67042241  5.28863148  3.99245286  2.51432643]",82.29006843786266,25.0,12.0,25.0,12.0,25.0,25.0,25.0,8.0,25.0,25.0
1.0,1.1,0.5,25,29,"[0.10470539 0.38107723 2.3023938  0.36875828 0.58663863 1.20613615
 1.33755979 0.32712029 0.95118895 1.43544884 2.35230005 0.1803418
 2.43185837 1.12922426 0.37639155 1.03160876 1.24102715 1.06343327
 0.8835415  3.983647   0.09211455 0.34462912 0.12567885 0.59849329
 0.03987547 0.05860944 0.35713174 0.08288257 1.29183539]",17.37720986632241,3.2501326015206953,3.0,3.2501326015206953,3.0,3.2501326015206953,2.7724341479379913,2.6812502760991954,5.0,2.1921660096819,2.6812502760991954
1.3000000000000003,1.7000000000000006,0.5,25,17,"[1.99356465 2.00898628 0.24858343 2.26279264 1.995145   0.38295661
 1.23150504 3.65951003 1.29073929 2.07419693 1.11092701 1.02594201
 0.72266639 2.54963871 0.64693362 2.22469356 0.68426152]",17.976171550872724,1.9428684058556627,3.0,1.9428684058556627,3.0,1.9428684058556627,25.0,25.0,5.0,0.9104101762920251,25.0
2.4000000000000012,1.5000000000000004,0.5,25,26,"[ 3.50993731  1.01728417  2.45164895  0.10070667  1.59948502  1.34226795
  2.81043188  1.55112486  1.30880004  3.51350167  5.48881282  1.53996039
  8.28392374  3.57368763  5.39449107  2.11521701  4.16408857  2.11663993
  2.85498393  3.21309808  1.91770867  5.51314251  5.08186515  2.98123571
  2.08481449 10.24784004]",63.28852820620331,7.754649813049838,3.0,7.754649813049838,3.0,7.754649813049838,6.9045539704370995,6.6035775433392985,4.0,4.922659196151493,6.9045539704370995
2.6000000000000014,1.1,0.5,25,20,"[1.95238589 3.79591333 1.382432   1.57485977 1.12353231 1.7668298
 2.93086593 1.39683636 0.91303183 1.86367122 4.4900538  5.24538161
 1.69273732 3.09243626 2.9659342  2.30059582 6.99542441 1.71860703
 9.16817911 3.40822897]",42.7752916008937,4.935957071295736,3.0,4.935957071295736,3.0,4.935957071295736,3.5867610296077324,4.935957071295736,3.0,4.935957071295736,3.5867610296077324
2.7000000000000015,1.9000000000000008,0.5,25,20,"[ 2.14750971  5.09155671  8.8617387  14.05773325  7.80794419  1.9726983
  3.96648879  4.99404412  5.79296795  2.21535877 12.06804883  7.19422861
  3.98993906  6.41670935  6.34865772  2.65815954  1.30619573  4.96887949
  1.74124116  2.93172307]",79.70328036569585,5.36386878199724,3.0,5.36386878199724,3.0,5.36386878199724,25.0,5.36386878199724,3.0,5.36386878199724,25.0
1.2000000000000002,1.6000000000000005,0.5,25,10,"[1.31337604 2.71077088 0.77139558 1.57987692 2.51875175 1.29086814
 0.48885252 0.69929476 0.27446511 4.10367617]",8.663682870735672,1.1460512538835133,3.0,1.1460512538835133,3.0,1.1460512538835133,25.0,1.1460512538835133,3.0,1.1460512538835133,25.0
2.5000000000000013,1.6000000000000005,0.5,25,16,"[ 1.99600952  0.7720578   3.29037246  2.14701202  1.7819596   4.78160274
  1.81646904  1.21494587 10.53444118  5.70369763  0.78555393  4.39114304
  1.47759008  1.23300844  9.24763353  5.88926967]",45.6864781056,2.658924331450841,3.0,2.658924331450841,3.0,2.658924331450841,0.6944385204232724,2.658924331450841,3.0,2.658924331450841,0.6944385204232724
1.1,1.7000000000000006,0.5,25,29,"[1.49479459 0.88881639 0.71341696 1.26635722 0.15872476 2.94659947
 1.93131891 1.93232937 0.36248642 2.05765453 1.08805036 0.32240556
 1.67589545 1.55198876 1.05092548 2.79135617 6.02042806 1.1420537
 1.16507179 0.86309626 4.75534991 3.86483435 1.29192515 1.85408787
 1.49004976 1.00082573 4.94718087 3.8169908  2.4968226 ]",47.887264086166375,2.978772610574417,3.0,2.978772610574417,3.0,2.978772610574417,2.2662316247717094,2.978772610574417,3.0,2.978772610574417,2.2662316247717094
1.8000000000000007,1.1,0.5,25,22,"[0.63112637 1.26788768 1.24848042 1.43405858 1.37163375 2.28776722
 0.78023305 3.96903285 1.86691074 3.93001698 1.78706947 0.857161
 1.68317646 5.16664984 0.7097695  2.81258543 2.00190985 2.45666221
 4.40090825 3.00558378 0.48231691 1.1060818 ]",36.707124301214485,2.701201694719625,3.0,2.701201694719625,3.0,2.701201694719625,1.298355529763164,2.701201694719625,3.0,2.701201694719625,1.298355529763164
2.7000000000000015,1.9000000000000008,0.5,25,19,"[ 4.79274476  3.34831264  2.70616549  5.43752238 12.47261285  6.58056403
  4.65197001  5.99470153  2.74453107  7.10588952  9.53765027  2.07525144
  7.30016985  3.13135775  7.02057906  5.77581317  5.18178046  4.83135037
  1.90613225]",81.93715373157207,4.905361136778282,3.0,4.905361136778282,3.0,4.905361136778282,25.0,4.905361136778282,3.0,4.905361136778282,25.0
